,title,topic,stance,comment,parent_id,comment_id,viewpoint
93,would  proof of creationism change your ethics?,evolution,support,"hmmm....
again, lets say that i have forseen that you will be in a taxi heading south on main street at 5pm tomorrow. if this is your actually future, then you cannot not be in a taxi heading south on main street at 5pm. it means that you do not have the option of leaving work early, or staying late. it means you do not have the option to take the bus or train. it means you do not have the option to take a north-bound taxi, nor to take a taxi going an alternate route
if free will exists, all these options would be available",92,94,topic_stance_votes_1
94,would  proof of creationism change your ethics?,evolution,support,"Here's the bit of your argument that I don't understand. You say that the options aren't there. Prove that. I maintain that even if you know what choice I will make ahead of time, at the moment in question all the options exist, and it is my choice which determines which option is followed. The operative factor is my act of choosing. Your foreknowledge isn't dictating my choice, I am.",94,95,topic_stance_votes_1
95,would  proof of creationism change your ethics?,evolution,support,"You have the illusion of choice. However, if his foreknowledge is 100% certain, you don't have a choice at all. You just think you do.",95,96,topic_stance_votes_1
96,would  proof of creationism change your ethics?,evolution,support,"No links as such but if you visit any of the physics groups eg. on Yahoo the material is occasionally discussed.
2 items spring to mind;
1, The observation of sub-atomic particles which are capable of time travel.
(I'm not a quantum mechanic so can't really help you on that one)
2, An experiment to show the effect of temporal dilation as predicted by Einstein. Essentially the experiment involved 2 synchronised atomic clocks, one of which was flown around on Concorde, the one from the plane showed that the plane had experienced less time than the clock on the ground.
As we exist in a state of linear time trying to think in terms of non-linear time really messes with your head.",93,97,topic_stance_votes_1
97,would  proof of creationism change your ethics?,evolution,support,"Yes, yes. I understand the point that's being made. I'm asking for justification of it, some reason why I should think the point to be correct. Something more than just a reiteration.",96,98,topic_stance_votes_1
98,would  proof of creationism change your ethics?,evolution,support,"Mainly, the reason is you are incapable of making any other choice. YOu just THINK you have the choice. 
For there to be a choice, there has to be the possiblity of multiple outcomes.
If there is only one possible outcome (because of 100% foreknowledge), then there is no choice. The uncertainly principle goes out the window, and we all are puppets, dancing to the strings of neccessity.",98,99,topic_stance_votes_1
99,would  proof of creationism change your ethics?,evolution,support,"100% foreknowledge only means you cannot have choice only if your free will cannot act backwards in time and influence the foreknowledge. 
Why does the foreknowlegde control my future actions, maybe my future actions could control foreknowlegde.",96,100,topic_stance_votes_1
100,would  proof of creationism change your ethics?,evolution,support,It doesn't matter which influences what. The only thing that matters is the 'choice' is set in stone.,100,101,topic_stance_votes_1
101,would  proof of creationism change your ethics?,evolution,support,"@Trebor
is there anything wrong with the following summary of your argument?
100% foreknowledge possible if and only if there is NO uncertainty.
Uncertainty possible if and only if mulitple outcomes possible.
Choice if and only if multiple outcomes possible
free will if and only if choice is possible. 
So if there is no uncertainty there is only one possible future and there is only one future and a humanity is a child on a train that where think it is steering it but where the train goes is entirely determined by the tracks. 
I think it is true and such things have occured to me personally but my brother pointed out that this statement is just the same as saying reality is the dream of something else, It does not go anywhere. If you could prove that you had free will in the sense of the above argument you could prove uncertainty but it is not going to happen. 
If you use of the phrase ""free will"" is problematic because often if someone states they are doing something of there own free will it just means someone has not threatened them into doin it. We are considered to be free people unlike africans dragged to texas 100s of years ago. 
Also if allowing 100% foreknowledge is a problem because it implies time non-linear and in this case 100% foreknowlegde is in some sense the same as being sure of what happened after it happened.",101,102,topic_stance_votes_1
102,would  proof of creationism change your ethics?,evolution,support,"You made the choice, he just happens to know what choice you are going to make in advance. This doesnt mean that he forced you to make that choice. If you were forced to make the choice, then free will would be taken away.",99,103,topic_stance_votes_1
103,would  proof of creationism change your ethics?,evolution,support,"However, 100% foreknowledge is what is claimed for God. So, from a philosohpical point of view,either god does not have 100% foreknowledge, or there is no 'free will'.",102,104,topic_stance_votes_1
104,would  proof of creationism change your ethics?,evolution,support,my foreknowlegde rules out the possibility of you choosing an alternative option. it is impossible for you to take an option that is contrary to what i have foreseen,95,105,topic_stance_votes_1
105,would  proof of creationism change your ethics?,evolution,support,"i disagree with your 1st premise. uncertainty is contrary to foreknowledge. the rest follows logically, but change ""100% foreknowldege"" to something like ""speculation"", which contains uncertainty",102,106,topic_stance_votes_1
106,would  proof of creationism change your ethics?,evolution,support,"Whoops I meant to say ""100% foreknowledge possible if and only if NO uncertainty """,106,107,topic_stance_votes_1
107,would  proof of creationism change your ethics?,evolution,support,Exactly. I personally don't belive in 100% foreknowledge.,107,108,topic_stance_votes_1
108,would  proof of creationism change your ethics?,evolution,support,youre going to have to redo the entire post...,107,109,topic_stance_votes_1
109,would  proof of creationism change your ethics?,evolution,support,"Yes, I have heard about the time dialation experiment, and also ran across a theory that if there were one particle that could travel both forward and backwards in time, it could theoretically make up all matter in the universe, cause it could appear everywhere at every moment by popping in and out of every instant at every coordinate. As well, time has no meaning to a photon because it travels at the speed of light. The beginning of the universe and now would be the same thing for the photon.",97,110,topic_stance_votes_1
110,would  proof of creationism change your ethics?,evolution,support,"I`ve also read that photons can travel backwards and forwards in time because they are already travelling at the speed of light :)
(John Gribbin, In search of Schrodingers cat)
That would be fun wouldn`t it :p",110,111,topic_stance_votes_1
